[2017-03-27 16:59:37,822] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=state.change.logger (state.change.logger)
[2017-03-27 16:59:56,903] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,40] (state.change.logger)
[2017-03-27 16:59:56,903] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,3] (state.change.logger)
[2017-03-27 16:59:56,903] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,36] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,47] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,14] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,43] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,10] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,22] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,18] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,31] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,27] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,39] (state.change.logger)
[2017-03-27 16:59:56,904] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,6] (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,35] (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Broker 0 received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=0, leaderEpoch=0, isr=[0], zkVersion=0, replicas=[0]) correlation id 3 from controller 0 epoch 1 for partition [__consumer_offsets,2] (state.change.logger)
[2017-03-27 16:59:56,903] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-6 (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-39 (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-44 (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-47 (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-36 (state.change.logger)
[2017-03-27 16:59:56,905] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-3 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-14 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-25 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-30 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-41 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-22 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-33 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-11 (state.change.logger)
[2017-03-27 16:59:56,906] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to brokers Set(0) for partition __consumer_offsets-0 (state.change.logger)
[2017-03-27 16:59:56,912] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,25] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,912] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,12] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,912] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,31] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,913] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,40] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,913] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,35] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,913] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,9] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,913] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,43] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,913] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,2] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,913] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,11] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,914] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,29] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,914] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,30] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,914] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,4] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,914] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,42] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,914] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,26] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,914] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,34] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,915] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,17] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,915] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,37] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,919] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,27] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,919] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,10] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,919] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,41] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,919] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,20] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,920] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,28] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,920] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,46] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,920] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,39] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,920] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,47] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,920] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,49] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,920] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,22] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,1] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,24] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,6] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,36] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,8] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,38] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,921] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,16] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,21] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,18] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,0] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,48] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,5] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,13] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,922] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,3] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,923] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,44] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,923] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,15] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,923] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,7] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,923] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,19] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,923] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,33] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,923] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,45] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,924] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,23] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,924] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,32] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,924] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,14] from NewReplica to OnlineReplica (state.change.logger)
[2017-03-27 16:59:56,967] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-0 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-29 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-48 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-10 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-45 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-26 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-7 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-42 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-4 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-23 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-1 (state.change.logger)
[2017-03-27 16:59:56,968] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-20 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-39 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-17 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-36 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-14 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-33 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-49 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-11 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-30 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-46 (state.change.logger)
[2017-03-27 16:59:56,969] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-27 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-8 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-24 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-43 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-5 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-21 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-2 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-40 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-37 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-18 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-34 (state.change.logger)
[2017-03-27 16:59:56,970] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-15 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-12 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-31 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-9 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-47 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-19 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-28 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-38 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-35 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-44 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-6 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-25 (state.change.logger)
[2017-03-27 16:59:56,971] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-16 (state.change.logger)
[2017-03-27 16:59:56,972] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-22 (state.change.logger)
[2017-03-27 16:59:56,972] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-41 (state.change.logger)
[2017-03-27 16:59:56,972] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-32 (state.change.logger)
[2017-03-27 16:59:56,972] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-3 (state.change.logger)
[2017-03-27 16:59:56,972] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition __consumer_offsets-13 (state.change.logger)
[2017-03-27 16:59:57,424] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-22 (state.change.logger)
[2017-03-27 16:59:57,424] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-25 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-28 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-31 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-34 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-37 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-40 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-43 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-46 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-49 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-41 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-44 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-47 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-1 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-4 (state.change.logger)
[2017-03-27 16:59:57,425] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-7 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-10 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-13 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-16 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-19 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-2 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-5 (state.change.logger)
[2017-03-27 16:59:57,426] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition __consumer_offsets-8 (state.change.logger)
